CUSTOMER_ID,PACK_ID
CD212297CE6932,-1
CD2122F7367CF5,-1
CD2124F100D9FF,-1
CD212752F8E44B,-1
CD212A9C5CC390,-1
CD212CCADC8C33,1619
CD21319FF588DF,-1
CD2136A92FCC9B,-1
CD21373C5808CA,-1
CD21379786A871,-1
CD2137A36B0826,822
CD2138810304A0,-1
CD213AAF3C8AE2,-1
CD213B42749CC2,-1
CD213BC2DFFAB1,626
CD213E052C66EF,-1
CD213EDE3C3AF4,-1
CD213F78A2895C,-1
CD21403645F2C6,-1
CD21407DFB724A,-1
CD2140CEF02DA8,-1
CD21429A019258,-1
CD214595A240D5,-1
CD21472E51D8C6,1619
CD2147D6AD8635,-1
CD21483C7A1778,-1
CD2148DFA11239,-1
CD2148EA282480,-1
CD214BE91B7149,-1
CD214D7D6E0AD5,-1
CD214D92189A2C,-1
CD214E4CB32C7D,-1
CD214E4D13D305,401
CD215586BDCB00,-1
CD215873BDDA8A,-1
CD2159AAE84A95,-1
CD215D15327B45,-1
CD215E5CC738F5,-1
CD2163EBA331B0,-1
CD2164D1E825EB,-1
CD216571969F8B,-1
CD2168B0285B09,-1
CD216BA4061252,-1
CD216BCF35FFB0,-1
CD216D2B635A88,-1
CD216D65D36C09,-1
CD2171BC2DDEBE,-1
CD2172B858E7DE,-1
CD217443AE8B03,-1
CD217602B2465E,1643
CD21764A0D38C6,-1
CD2178053F3031,-1
CD217806040213,-1
CD2179EFD9B6E5,-1
CD217AB5262B78,-1
CD21830CF2158A,-1
CD2185861B35E5,-1
CD1F78CD5BB0CD,-1
CD1F797BC14EA0,-1
CD1F7AF120AD1A,804
CD1F7B42947015,-1
CD1F84B9AA1D34,-1
CD1F86F1DB2445,-1
CD1F87A45D9788,-1
CD1F87D2BB4E9C,-1
CD1F882CA1279E,-1
CD1F89840C2C71,-1
CD1F898771530F,-1
CD1F89A53C6316,-1
CD1F89B98FAE15,1108
CD1F8D32BC6916,1740
CD1F8E8F363DC2,-1
CD1F8FD39D6DCA,-1
CD1F938DD1DBB8,-1
CD1F9440CDB548,-1
CD1F95C036E0D5,-1
CD1F97557E6379,-1
CD1F97D0017ADD,-1
CD1F982D35B92F,-1
CD1FA62DDD017F,1108
CD1FA65DFB9B38,-1
CD1FA9D27142D4,-1
CD1FB0D117B8EF,-1
CD1FB4ADD2FB61,-1
CD1FB4FA249400,-1
CD1FC281C90680,-1
CD1FC3AEBE2553,-1
CD1FC45E114885,-1
CD1FC465CA8374,-1
CD1FC8BE58AD93,-1
CD1FC9889B8C4F,-1
CD1FCA4DCB442F,174
CD1FCC77CAA22B,1108
CD20132A025A96,-1
CD201694F96F94,174
CD20EE4DDD0254,-1
CD20EEEA0F39F3,1619
CD20F01BC329F9,-1
CD20F334BCC7E2,-1
CD20F63DC307E0,437
CD20F6A95D5D80,787
CD20F94A0073C4,-1
CD20FB0E0F020A,-1
CD20FBB204C700,-1
CD20FD4A96EE14,-1
CD20FF53A76AA6,370
CD2103D0B37C90,-1
CD210B46B595D3,-1
CD210EE8F818BE,-1
CD2111108CDA84,-1
CD2112A835972E,-1
CD2114043D2D38,-1
CD2114533EB436,401
CD2117DC011549,-1
CD211983AA8EFC,-1
CD211D1C4DE3AF,-1
CD211D797089E7,-1
CD2121389B61FE,-1
CD21213A43DEF3,-1
CD2121643828BC,-1
CD21230DD6211C,-1
CD212506819744,748
CD2125D2DB16A2,-1
CD21265FBF70EB,-1
CD21281A8055FA,1619
CD212BA224664E,1198
CD212C560D2F1A,-1
CD21306766DFC9,-1
CD213653289E8B,-1
CD21369D68A1B5,-1
CD213A0859BB4E,-1
CD213D01326FD1,-1
CD21440DDB49FC,401
CD214B045A7F82,1619
CD214CEFC7EB60,1619
CD214D48F41719,-1
CD214D98145941,-1
CD214E569337D4,-1
CD215215E2C67A,-1
CD215565A545E1,-1
CD2158EFDBB5B0,-1
CD215AB082C4CC,-1
CD215ACBCD858E,-1
CD215D7F4585AD,-1
CD215D99A20CE6,-1
CD215EF1CD3283,-1
CD215F2E6630EA,-1
CD2160BE201826,-1
CD2161AFEE66DE,-1
CD216804FDA9FC,-1
CD216AA652CDC2,-1
CD216BA5054DD2,-1
CD216CD85EAE17,-1
CD216DA1907D2B,-1
CD216E1FC2BE6E,-1
CD216EB325BE50,-1
CD216EED88ACC1,-1
CD2172AB8D5844,-1
CD2173BE5F6944,401
CD2177897E1CAC,-1
CD21798F76DCAC,-1
CD2179DC26C347,-1
CD217B34E9B046,-1
CD217DC5ACC322,-1
CD217E48768A6F,-1
CD217E5352A689,-1
CD217FB93CFA8B,-1
CD218024C978F1,-1
CD218313A6EBC5,-1
CD2183388014D6,-1
CD218594CC22A5,-1
CD2186528797AA,-1
CD21865777E867,-1
CD218853227963,-1
CD1F79A4A17C0B,-1
CD1F7B0AFE4ABD,-1
CD1F7B774692EA,-1
CD1F7C8D167471,532
CD1F7D32746F60,-1
CD1F7DA5061CBC,-1
CD1F84C829C678,-1
CD1F85D839D8E3,-1
CD1F86951527A7,-1
CD1F86E61B9926,1060
CD1F8700FE6DAE,-1
CD1F88263D4041,-1
CD1F8B331DF235,-1
CD1F8BBA3CBE0B,-1
CD1F8C27CD36BA,-1
CD1F8CF988EB62,-1
CD1F8D28BCB25D,-1
CD1F8DB42F5676,-1
CD1F8EEDF0D714,-1
CD1F930B7A530D,1108
CD1F9323196EC2,-1
CD1F945324FFDA,-1
CD1F95C1451FD5,1060
CD1F97FE7D56F8,-1
CD1F980A3CA609,-1
CD1F9892F5BD85,-1
CD1F98EB9AE7C5,253
CD1F9996791EFE,532
CD1F9FC0B289BE,-1
CD1FA8DCF76D16,-1
CD1FA9CAC7657A,-1
CD1FAA6E26714D,-1
CD1FAEFEF1138A,-1
CD1FF658E5A85E,-1
CD20175FC53039,-1
CD20176CD8C49D,-1
CD20EDF447820D,-1
CD20EE1F4AFB0E,-1
CD20EE3D935049,-1
CD20F3C379B656,-1
CD20F3E4EFF34E,307
CD20F438ED49B7,-1
CD20F5A9B93D1C,1619
CD20F7B6B36B32,-1
CD20FB865BAF63,-1
CD20FBAFE0E547,-1
CD20FDE15EF68D,-1
CD20FDF7BF9E05,-1
CD20FE7C666E87,-1
CD21028937BAB3,-1
CD21035F80FD12,-1
CD21055747F5F6,-1
CD2109085226EF,-1
CD21097AD12DF2,-1
CD210C3958E633,-1
CD210CB9433E0E,-1
CD21156B175F25,-1
CD21170CD3A527,-1
CD211C2069EF21,-1
CD2120014621F8,-1
CD21203FA00304,-1
CD2120954798CB,-1
CD212097E7395D,190
CD2120A5351958,-1
CD21228C212A57,-1
CD2123EC5C571F,-1
CD2126CD5D2AB1,-1
CD21293B4BFEFD,-1
CD212A36DC7013,-1
CD212D60EE8A3C,-1
CD212DB3612EA2,-1
CD212ED90D8EBF,-1
CD21307A4567E2,88
CD213102DDA7B6,-1
CD213131D632E2,-1
CD2132ED5377DB,-1
CD213466F4BC69,-1
CD2138A19E8099,-1
CD213F87C08B8A,-1
CD21418B00AF25,-1
CD214406A4B983,-1
CD214722058CD7,-1
CD2147E51B5B51,-1
CD21483A0B243F,-1
CD214A911B93C3,-1
CD214AB3692AEF,-1
CD214C87D53DDF,-1
CD214CBF956101,-1
CD215018B59B5E,-1
CD2152890D2B70,-1
CD21568CDDA24E,-1
CD2156F2A636A3,-1
CD21594643E45D,-1
CD215B41CD2595,-1
CD215BE7EB414E,-1
CD215EC53CCCFA,-1
CD21615AE3DFB4,-1
CD2162CDD62B65,-1
CD2162F5A63960,-1
CD2163CF5D1455,-1
CD2164CCCBF6F4,-1
CD216500E327AA,-1
CD2167FC144A26,-1
CD216810C3E4AA,-1
CD216A87D97119,-1
CD216B15ADE55B,-1
CD216C5815EA39,-1
CD216CDCC76738,-1
CD216CE7FB5DCD,-1
CD216D05C39D2C,-1
CD216D2C1BDB8B,-1
CD216D9CF4DC2C,-1
CD216EFCAE12A8,1643
CD216F7100A2A9,-1
CD217324C7A903,-1
CD21745DBE5C5A,-1
CD217545DE013E,-1
CD2178CAFC3F04,-1
CD217944615FBE,-1
CD217C1B3C3FAD,-1
CD217C20EAEECB,-1
CD217CCC439A90,-1
CD217E290ABB41,-1
CD2181ABD57834,-1
CD2185EBE98991,-1
CD218672EC6AE5,908
CD218851EBE0FB,-1
CD1F77E205942D,-1
CD1F7B746506FA,-1
CD1F7B91DC7582,-1
CD1F7B93322329,782
CD1F7BC0C18824,70
CD1F7F4510A1A0,-1
CD1F80493DDAB1,-1
CD1F84C05E7B53,-1
CD1F85F0B9CF03,-1
CD1F85F7EBEA72,-1
CD1F86E13AA5FE,-1
CD1F8C33570953,-1
CD1F8D2D42DC5B,-1
CD1F9102A29BB7,-1
CD1F925E850316,-1
CD1F92652EF0C6,-1
CD1F9305D8E506,-1
CD1F93450FFDA4,-1
CD1F95AE2650C0,-1
CD1F97C4E4F9C0,-1
CD1F98E6D3A49A,-1
CD1F99854F46B2,-1
CD1F9E2A611F1D,-1
CD1F9EA0AB1C7A,-1
CD1FA170C204A7,-1
CD1FA5498D9A30,1108
CD1FA6F35734BC,-1
CD1FA88F1D20EB,-1
CD1FACF7115202,-1
CD1FB5626DB3A8,-1
CD1FBC3438B2BA,174
CD1FBFE26518A3,-1
CD1FC12A20C767,-1
CD1FC465A157DB,844
CD1FC8AE6C1D3E,-1
CD1FF5CCC1E6FB,-1
CD2008D0BECF55,70
CD20176153A31C,1060
CD20EE033D66E1,-1
CD20EE0A674C66,-1
CD20EE59E7F908,-1
CD20EEE32799E1,-1
CD20EEFABE439E,-1
CD20F1C46A3ACA,-1
CD20F5B9A825FD,-1
CD20F63A37C25F,-1
CD20F688951315,-1
CD20F6AD2853DA,-1
CD20F8B5A61437,517
CD20FA06AB513D,-1
CD20FA63102F37,822
CD20FC326FACD3,-1
CD21040362EF69,190
CD210513BAAC89,-1
CD2106B27E8746,-1
CD2107044D4F79,-1
CD21077818DE01,-1
CD210927A9E770,-1
CD2109358DCC64,-1
CD210B827649CE,-1
CD210BC4B9DC5E,-1
CD210ECEC15653,517
CD210F067BD825,-1
CD210F89E97BA5,-1
CD21105D520445,-1
CD2111B63C3C6D,-1
CD2112DA0AFD32,-1
CD211324306027,-1
CD21176DC30422,-1
CD211BB2AF78A8,-1
CD211C64897CA7,-1
CD211C77E61C25,-1
CD21213D5BD793,-1
CD21216737BBAC,-1
CD2123C2278A4C,-1
CD21247D170869,-1
CD21290117FB7C,787
CD21291758075A,-1
CD212B03B8D5F5,-1
CD212EEF9B7CC5,-1
CD2130646FBED1,475
CD2131B3E7792C,-1
CD2133D4245AB5,-1
CD2138771034E9,-1
CD213926C2002C,-1
CD213C8F08549A,-1
CD213F208ED104,-1
CD21412734ED6E,-1
CD21428682D0E5,-1
CD2144DE0D1ED2,1619
CD21455AEC4708,-1
CD214A88C03F0A,-1
CD214F1BBB13DF,-1
CD214FC84A580C,-1
CD2150D4697341,-1
CD21554CBDDBA3,-1
CD2156176CFD9C,-1
CD215639815770,-1
CD2158F411C301,-1
CD215A66146CD5,-1
CD215ECBDCFE65,-1
CD215F6BF8AB7A,-1
CD2163289C2AA8,-1
CD21637C0700EA,-1
CD2165619678A5,-1
CD2167C233AC16,-1
CD2168F85DB45B,-1
CD216C4CDDBAA8,1619
CD216D5D333D43,-1
CD216EC2410DDD,-1
CD216EFA839F67,-1
CD2171DDD6C786,-1
CD21731CA8DA66,787
CD21752835E55D,-1
CD2175C825782A,-1
CD217ABDA1DFBD,-1
CD217B903187CE,-1
CD217D0A55B2E0,-1
CD217DDB4062CE,-1
CD217E05DCFDD4,-1
CD217E4D1FE4A1,-1
CD21808F59E694,-1
CD2181874CC5E5,-1
CD2181C9F880BD,-1
CD2182B12C269D,-1
CD1F783C091A1A,-1
CD1F78E1559AF6,1060
CD1F794D27A793,-1
CD1F7B87C3C2F6,-1
CD1F7B88CC0691,-1
CD1F7CEE3DE47E,-1
CD1F7D476AC461,-1
CD1F7DA8AA03FB,-1
CD1F7ECC7F1A3A,1060
CD1F85A604F89D,-1
CD1F86150F0351,-1
CD1F861A2A7E1E,-1
CD1F899668DC45,532
CD1F8C275F130D,-1
CD1F8CFF9EB489,-1
CD1F8EEDB48D06,-1
CD1F8F874AC6EC,-1
CD1F9323B87BD6,-1
CD1F9324FE71D3,-1
CD1F93A4C250B6,-1
CD1F9444ABE81E,-1
CD1F95A90534A3,-1
CD1F95BB9B7BE4,532
CD1FA215EA0B02,-1
CD1FA594240F81,-1
CD1FAA78DEC710,-1
CD1FAAF5D83566,-1
CD1FAC7E643A2F,-1
CD1FB4FD7FE052,-1
CD1FC3CD23CD64,-1
CD1FC45E260B5C,-1
CD1FC6B566740F,-1
CD1FC864133C48,1108
CD1FCA3A0802C4,532
CD1FCC092883B1,-1
CD200FAC6A8DE8,-1
CD2017209F3799,-1
CD20177450142E,-1
CD20411597C557,-1
CD20F00EFBB554,-1
CD20F1072A4890,-1
CD20F7EB9F2574,1619
CD20FA8E369C5E,-1
CD20FC0EE527C5,-1
CD2101E2996B17,-1
CD210552708305,-1
CD210651A264C7,-1
CD210712E37DFD,1643
CD210763D694F9,-1
CD2109A91390A7,-1
CD210A798E1E71,-1
CD210BB6E6633E,-1
CD210FBD2A2458,-1
CD21104FB4F7D5,1307
CD2112B623B083,-1
CD2112E0194499,-1
CD2113F6E8BBB5,-1
CD211434F56EC3,-1
CD21145FDDB16C,-1
CD2114E7DF5624,-1
CD2116E8707B98,-1
CD211758C87625,-1
CD2118AF307E98,-1
CD211AD5FF4236,-1
CD211E0A2F9234,-1
CD21221BE2A3B9,-1
CD21235D238BCB,-1
CD2124AA1A60BE,-1
CD2127A6BCA347,-1
CD212941163E88,-1
CD212E564042A0,-1
CD213660812B03,-1
CD2137ED090F8D,-1
CD21382700E707,-1
CD2138C5BF46AE,-1
CD213F70DA68F4,401
CD2144ADEDB2E8,-1
CD214508F615A5,-1
CD21464AABD0F3,-1
CD2147186F84C1,-1
CD214E4EBFD4CC,1619
CD214ED6BC6E57,-1
CD2151B2381879,-1
CD2152FCC4C952,-1
CD2155429E1F73,-1
CD215598AB48E8,-1
CD215603D75CD4,-1
CD21571CE7AE6A,-1
CD21576BD1BFF0,-1
CD215A00176A47,1468
CD215D4BB46638,-1
CD216160589D50,-1
CD2161BEA8D3D5,-1
CD216200468BBB,-1
CD216200679F71,448
CD21626112F690,-1
CD2162DC79F515,-1
CD2163F6CCF3E4,-1
CD21656AF77C5F,-1
CD21666BB6A4BE,-1
CD2167E054D42F,-1
CD2169E53D38B1,404
CD2169F3944C7F,-1
CD216A1897CD6F,-1
CD216BD275F7A3,-1
CD216D12118D7D,-1
CD216DA9F3359D,-1
CD216F17726814,-1
CD217177452853,-1
CD2173B461CF09,-1
CD21754531D11A,-1
CD2177E8F37186,-1
CD217ABB5AAFC9,-1
CD217E49F3DD54,-1
CD217FBCEADA1D,-1
CD217FF03C48B9,-1
CD218158E0A174,-1
CD2181D40A29A5,-1
CD21828D967CF6,-1
CD21859DAD2E8A,-1
CD218662CFA553,-1
CD1F78089679C1,532
CD1F7945643843,-1
CD1F7954271732,-1
CD1F796B736399,-1
CD1F7B3E4D42C6,-1
CD1F7B78FBBAD3,-1
CD1F80FDEC2989,-1
CD1F84B8FE8333,-1
CD1F85F16B4662,-1
CD1F87519FC39B,70
CD1F87D4C67090,-1
CD1F8C2855286B,1060
CD1F8DB6B3C0B0,-1
CD1F8E2CAB66DB,-1
CD1F8FA5ED1320,-1
CD1F8FD627D369,-1
CD1F90DF1B9B7B,532
CD1F938C44D129,-1
CD1F943C1C0725,-1
CD1F9567A69773,-1
CD1F98283D8C9D,1108
CD1F98DD1A6C50,-1
CD1F98EE588F57,-1
CD1F999DDCB9F7,-1
CD1F9C86C1F288,-1
CD1FA171883EDD,174
CD1FA3BE02207E,-1
CD1FA4B637F96C,532
CD1FA4D292F7A5,1740
CD1FA5387A8332,1740
CD1FB0925A24A5,-1
CD1FBD29FC6DB2,-1
CD1FC09EEBD5B0,-1
CD1FCADEFD3F48,782
CD1FF54C035FA9,-1
CD2001034EBA5D,1060
CD20175101430B,-1
CD20EE3B3FB16F,-1
CD20EE97DCDC89,-1
CD20F56122C526,189
CD20F577C2FF70,-1
CD20F595856171,-1
CD20F99CF0D57A,-1
CD20FBBCD0D15B,-1
CD20FF9040E129,190
CD21041D20FFB1,-1
CD21059CBE7B70,-1
CD21060D69454B,-1
CD210DB96FAA38,-1
CD210EF7E711F5,-1
CD210EFF33EBA0,-1
CD2111573F219A,1619
CD2111C9D0CEF6,-1
CD2111DF07C508,-1
CD2112DBA1E20D,-1
CD21166C002B39,-1
CD211768065FC3,-1
CD2117AF90B537,-1
CD211EFCF4AA74,-1
CD211F77DADEF3,-1
CD212403F775E6,-1
CD2125D7D01877,-1
CD2127066DB43F,822
CD21298F04B767,-1
CD212AA1C38BEB,-1
CD212CD64F4369,-1
CD212D6D421BDD,-1
CD212D797A952D,-1
CD212EFC90EC22,-1
CD213660E2A3BC,-1
CD2137C7743ABC,-1
CD21384CEC6A0D,-1
CD213AD6A36256,401
CD213D2947EDFC,-1
CD213DC78655CE,658
CD213E0F754EB8,-1
CD214312D342B3,-1
CD2143A1002793,-1
CD2143E00E50A6,-1
CD2144367D10DB,-1
CD214599F1A40E,-1
CD214682AAD2BD,-1
CD2146DC845AE0,-1
CD214817798537,-1
CD214B89902D52,-1
CD214BE6302914,-1
CD214F2F2F0ACE,-1
CD215349EFD8A3,-1
CD21534BC57E1F,-1
CD2153A348D2CE,-1
CD21545EE4F92B,-1
CD21569A3A0DAD,-1
CD2157351F81B9,-1
CD21581745FC22,299
CD215904562DD1,-1
CD2159E314ED02,-1
CD215B765F60FA,-1
CD215CD0328B70,-1
CD215E2362EFE1,-1
CD215E9E3C3D5E,-1
CD215F8B775D0F,-1
CD2162F7EED1A8,-1
CD2164AC61A070,-1
CD216629265C4C,-1
CD2167C8B39BFC,-1
CD2168F4FEC530,-1
CD216CD94D23AE,-1
CD2173811AD0DC,-1
CD2174344FE7C4,-1
CD2176F7C21364,-1
CD2177F245CBD5,-1
CD2178C0FC102F,-1
CD2179C301E2B5,870
CD217D1C707756,-1
CD217E4ECA600D,401
CD217E7E224774,-1
CD217FD40F8146,-1
CD21814E87A7EC,-1
CD218298953321,-1
CD21865CB3C2C0,-1
CD2187DE0ABD6B,-1
CD1F769AD75A63,-1
CD1F783A5F34D1,-1
CD1F7B0AE69937,-1
CD1F7B41DDCF82,-1
CD1F7B891A60D5,-1
CD1F7B8F634DE8,-1
CD1F7D45125668,-1
CD1F84B95314EA,-1
CD1F86DDD43513,-1
CD1F86EFE21287,-1
CD1F86FE8A1533,-1
CD1F882025F0BF,-1
CD1F88379B86C6,-1
CD1F88441F2F9D,-1
CD1F898E953D2F,-1
CD1F8BB3CA4B4A,-1
CD1F8CC6C3C57A,-1
CD1F8EA0532F0C,-1
CD1F8F4F617831,-1
CD1F91A010B2F9,-1
CD1F9258DEC5F0,-1
CD1F92779C6683,-1
CD1F93041513B2,174
CD1F932697732C,1921
CD1F953EE1DC6E,-1
CD1F96831EF0A5,-1
CD1F97A78939AC,-1
CD1F98D8DD555B,-1
CD1F9DDD14A201,-1
CD1FA017CB99A7,-1
CD1FA1B8592316,-1
CD1FA2996BBD2F,-1
CD1FB5630BEE8B,-1
CD1FBB5A3CA3A3,-1
CD1FC099ED71AB,-1
CD1FC2829DEA21,-1
CD1FC52827B2E4,-1
CD1FCAEF48D1C3,-1
CD1FCB0AA0D39C,-1
CD200FDB214BBD,-1
CD20169147B11B,-1
CD20175A48F0DD,-1
CD2076DA3A5425,-1
CD20F58FE6E219,-1
CD20F6CC1B34D7,-1
CD20F6E996DC5B,-1
CD20FE159FE8FF,-1
CD20FF8C211D0A,-1
CD2100FF9D1CD5,-1
CD2101919B8997,-1
CD2101F33E5E68,-1
CD21024B492CAC,-1
CD2102C684E31A,-1
CD21032C6A5229,-1
CD21082258BC50,-1
CD210CC5AF8F74,-1
CD210CDEEE7A18,1619
CD21109FAAEFCF,-1
CD2111867B0078,-1
CD2118C2C420E9,-1
CD211F5048FB76,-1
CD21200695B0E9,-1
CD21250B76B720,-1
CD212540D816CF,1062
CD2125C7B3ACFA,-1
CD2127790AA43B,-1
CD212924849791,-1
CD2129A1DC53E3,-1
CD212AB43197CB,-1
CD212B28FF327B,-1
CD212F5727103D,-1
CD2131AED68CD5,-1
CD2132B5D1071B,-1
CD213767E7E886,-1
CD2137BE019EE8,-1
CD2137E4E28322,-1
CD21390D2521A1,1307
CD213B8E0325E8,-1
CD21472D2D328D,-1
CD214B5272D824,-1
CD214B657183BB,-1
CD214B8EA570AC,-1
CD214C4489A3C2,-1
CD214C9637B254,-1
CD214CA60DF977,-1
CD214DE3D69C76,-1
CD214FC4A291E6,-1
CD2152D8711B5F,-1
